Topic,temperature,iteration,model,label
3,0.75,13,gpt4omini_lnp_t0_75,Insulin Secretion
4,0.75,13,gpt4omini_lnp_t0_75,Plant Defense Mechanisms
5,0.75,13,gpt4omini_lnp_t0_75,Protein Folding Enzymes
6,0.75,13,gpt4omini_lnp_t0_75,Proteomics Database
7,0.75,13,gpt4omini_lnp_t0_75,Social Communication
8,0.75,13,gpt4omini_lnp_t0_75,Membrane Transport
9,0.75,13,gpt4omini_lnp_t0_75,Drosophila Development
10,0.75,13,gpt4omini_lnp_t0_75,Aquatic Microbial Communities
11,0.75,13,gpt4omini_lnp_t0_75,Cichlid Speciation
12,0.75,13,gpt4omini_lnp_t0_75,Evolutionary Models
13,0.75,13,gpt4omini_lnp_t0_75,HIV Immunology
14,0.75,13,gpt4omini_lnp_t0_75,Sexual Selection
15,0.75,13,gpt4omini_lnp_t0_75,Muscle Angiogenesis
16,0.75,13,gpt4omini_lnp_t0_75,Mitotic Spindle Assembly
17,0.75,13,gpt4omini_lnp_t0_75,Viral Infections
18,0.75,13,gpt4omini_lnp_t0_75,Malaria Transmission
19,0.75,13,gpt4omini_lnp_t0_75,Ant Social Structure
20,0.75,13,gpt4omini_lnp_t0_75,Salmonella Infection
21,0.75,13,gpt4omini_lnp_t0_75,Cortical Neuron Activity
22,0.75,13,gpt4omini_lnp_t0_75,Gene Regulatory Networks
23,0.75,13,gpt4omini_lnp_t0_75,Schistosomiasis Treatment
24,0.75,13,gpt4omini_lnp_t0_75,Carbon Enrichment
25,0.75,13,gpt4omini_lnp_t0_75,DNA Repair
26,0.75,13,gpt4omini_lnp_t0_75,Zebrafish Regeneration
27,0.75,13,gpt4omini_lnp_t0_75,Stress and Memory
28,0.75,13,gpt4omini_lnp_t0_75,Epigenetic Seed Development
29,0.75,13,gpt4omini_lnp_t0_75,Skin Healing Factors
30,0.75,13,gpt4omini_lnp_t0_75,Genetic Variation Analysis
31,0.75,13,gpt4omini_lnp_t0_75,Paleoceanography
32,0.75,13,gpt4omini_lnp_t0_75,Soil-transmitted Infections
33,0.75,13,gpt4omini_lnp_t0_75,Microbial Cooperation
34,0.75,13,gpt4omini_lnp_t0_75,Holocene Climate Change
35,0.75,13,gpt4omini_lnp_t0_75,Species Distribution Modelling
36,0.75,13,gpt4omini_lnp_t0_75,Viral Immune Response
37,0.75,13,gpt4omini_lnp_t0_75,Ribosome Biogenesis
38,0.75,13,gpt4omini_lnp_t0_75,Protein NMR Spectroscopy
39,0.75,13,gpt4omini_lnp_t0_75,Synaptic Plasticity
40,0.75,13,gpt4omini_lnp_t0_75,Marsupial Skull Evolution
41,0.75,13,gpt4omini_lnp_t0_75,Biodiversity in Grasslands
42,0.75,13,gpt4omini_lnp_t0_75,Parasite-Host Dynamics
43,0.75,13,gpt4omini_lnp_t0_75,Plant Immunity Signaling
44,0.75,13,gpt4omini_lnp_t0_75,Glycosylation Mechanism
45,0.75,13,gpt4omini_lnp_t0_75,Wheat Resistance Genes
46,0.75,13,gpt4omini_lnp_t0_75,Body Ownership
47,0.75,13,gpt4omini_lnp_t0_75,RNA Processing
48,0.75,13,gpt4omini_lnp_t0_75,Malaria Control
49,0.75,13,gpt4omini_lnp_t0_75,African Trypanosomiasis
50,0.75,13,gpt4omini_lnp_t0_75,Antibiotic Resistance
51,0.75,13,gpt4omini_lnp_t0_75,Genetic Risk Factors
52,0.75,13,gpt4omini_lnp_t0_75,Amyloid Beta and Alzheimers
53,0.75,13,gpt4omini_lnp_t0_75,RNA Interference
54,0.75,13,gpt4omini_lnp_t0_75,Calcium Channels
55,0.75,13,gpt4omini_lnp_t0_75,Olfactory Development
56,0.75,13,gpt4omini_lnp_t0_75,Nestling Parasitism
57,0.75,13,gpt4omini_lnp_t0_75,Electromagnetic Exposure
58,0.75,13,gpt4omini_lnp_t0_75,Nuclear Transport
59,0.75,13,gpt4omini_lnp_t0_75,Antibiotic Resistance
60,0.75,13,gpt4omini_lnp_t0_75,Soil Microbial Diversity
61,0.75,13,gpt4omini_lnp_t0_75,Circadian Rhythms
62,0.75,13,gpt4omini_lnp_t0_75,African Flora Phylogeny
63,0.75,13,gpt4omini_lnp_t0_75,Nitrogen Fixation
64,0.75,13,gpt4omini_lnp_t0_75,CDG Syndrome
65,0.75,13,gpt4omini_lnp_t0_75,Cell Cycle Regulation
66,0.75,13,gpt4omini_lnp_t0_75,Orchid Pollination
67,0.75,13,gpt4omini_lnp_t0_75,T Cell Responses
68,0.75,13,gpt4omini_lnp_t0_75,Mycorrhizal Fungi
69,0.75,13,gpt4omini_lnp_t0_75,Hox Gene Regulation
70,0.75,13,gpt4omini_lnp_t0_75,Owl Coloration
71,0.75,13,gpt4omini_lnp_t0_75,Liver Metabolism
72,0.75,13,gpt4omini_lnp_t0_75,Bacterial Secretion Systems
73,0.75,13,gpt4omini_lnp_t0_75,Amoebozoa Phylogeny
74,0.75,13,gpt4omini_lnp_t0_75,Pseudomonas Infections
75,0.75,13,gpt4omini_lnp_t0_75,Apoptosis Mechanisms
76,0.75,13,gpt4omini_lnp_t0_75,Hormonal Cancer Signaling
77,0.75,13,gpt4omini_lnp_t0_75,DNA Repair Mechanisms
78,0.75,13,gpt4omini_lnp_t0_75,Photosynthesis Complexes
79,0.75,13,gpt4omini_lnp_t0_75,Dopamine Withdrawal
80,0.75,13,gpt4omini_lnp_t0_75,Alpine Biodiversity
81,0.75,13,gpt4omini_lnp_t0_75,Spinal Cord Recovery
82,0.75,13,gpt4omini_lnp_t0_75,Metabolic Flux Regulation
83,0.75,13,gpt4omini_lnp_t0_75,Axonal Regeneration
84,0.75,13,gpt4omini_lnp_t0_75,Antiparasitic Drug Efficacy
85,0.75,13,gpt4omini_lnp_t0_75,Visual Perception
86,0.75,13,gpt4omini_lnp_t0_75,Alpha-Synuclein Parkinsons Disease
87,0.75,13,gpt4omini_lnp_t0_75,Bacterial Cell Cycle
88,0.75,13,gpt4omini_lnp_t0_75,Axonal Guidance
89,0.75,13,gpt4omini_lnp_t0_75,Cancer Genomics
90,0.75,13,gpt4omini_lnp_t0_75,Influenza Virus Research
91,0.75,13,gpt4omini_lnp_t0_75,Meningitis Research
92,0.75,13,gpt4omini_lnp_t0_75,Cancer Autophagy
93,0.75,13,gpt4omini_lnp_t0_75,Sleep Regulation
94,0.75,13,gpt4omini_lnp_t0_75,Biodiversity Management
95,0.75,13,gpt4omini_lnp_t0_75,Tick-Borne Infections
96,0.75,13,gpt4omini_lnp_t0_75,Telomere Biology
97,0.75,13,gpt4omini_lnp_t0_75,Siderophore Production
98,0.75,13,gpt4omini_lnp_t0_75,Frog Reproduction
99,0.75,13,gpt4omini_lnp_t0_75,Plant Defense Mechanisms
100,0.75,13,gpt4omini_lnp_t0_75,Mitochondrial Dynamics
101,0.75,13,gpt4omini_lnp_t0_75,Yeast Metabolism
102,0.75,13,gpt4omini_lnp_t0_75,Cell Cycle Regulation
103,0.75,13,gpt4omini_lnp_t0_75,Photoreceptor Signaling
104,0.75,13,gpt4omini_lnp_t0_75,Transposable Elements Evolution
105,0.75,13,gpt4omini_lnp_t0_75,Cleaner Fish Behavior
-1,0.75,17,gpt4omini_lnp_t0_75,Cell Biology
0,0.75,17,gpt4omini_lnp_t0_75,Polymer Imaging
1,0.75,17,gpt4omini_lnp_t0_75,Mycobacterial Resistance
2,0.75,17,gpt4omini_lnp_t0_75,Higgs Boson Decay
3,0.75,17,gpt4omini_lnp_t0_75,Insulin Secretion
4,0.75,17,gpt4omini_lnp_t0_75,Plant Defense Mechanisms
5,0.75,17,gpt4omini_lnp_t0_75,Protein Folding Enzymes
6,0.75,17,gpt4omini_lnp_t0_75,Proteomics Analysis
7,0.75,17,gpt4omini_lnp_t0_75,Animal Communication
8,0.75,17,gpt4omini_lnp_t0_75,Membrane Transport
9,0.75,17,gpt4omini_lnp_t0_75,Drosophila Development
10,0.75,17,gpt4omini_lnp_t0_75,Aquatic Microbiology
11,0.75,17,gpt4omini_lnp_t0_75,Cichlid Speciation
12,0.75,17,gpt4omini_lnp_t0_75,Bayesian Phylogenetics
13,0.75,17,gpt4omini_lnp_t0_75,HIV Infection
14,0.75,17,gpt4omini_lnp_t0_75,Sexual Selection
15,0.75,17,gpt4omini_lnp_t0_75,Muscle Angiogenesis
16,0.75,17,gpt4omini_lnp_t0_75,Spindle Dynamics
17,0.75,17,gpt4omini_lnp_t0_75,Viral Infections
18,0.75,17,gpt4omini_lnp_t0_75,Malaria Transmission
19,0.75,17,gpt4omini_lnp_t0_75,Ant Colonies
20,0.75,17,gpt4omini_lnp_t0_75,Salmonella Infection
21,0.75,17,gpt4omini_lnp_t0_75,Cortical Neuron Activity
22,0.75,17,gpt4omini_lnp_t0_75,Gene Regulatory Networks
23,0.75,17,gpt4omini_lnp_t0_75,Schistosomiasis Treatment
24,0.75,17,gpt4omini_lnp_t0_75,Elevated CO2 Effects
25,0.75,17,gpt4omini_lnp_t0_75,DNA Repair Mechanisms
26,0.75,17,gpt4omini_lnp_t0_75,Zebrafish Regeneration
27,0.75,17,gpt4omini_lnp_t0_75,Stress and Memory
28,0.75,17,gpt4omini_lnp_t0_75,Epigenetic Seed Development
29,0.75,17,gpt4omini_lnp_t0_75,Skin Healing Factors
30,0.75,17,gpt4omini_lnp_t0_75,Genetic Variation Analysis
31,0.75,17,gpt4omini_lnp_t0_75,Paleozoic Extinction
32,0.75,17,gpt4omini_lnp_t0_75,Soil-transmitted Infections
33,0.75,17,gpt4omini_lnp_t0_75,Microbial Cooperation
34,0.75,17,gpt4omini_lnp_t0_75,Holocene Climate Change
35,0.75,17,gpt4omini_lnp_t0_75,Ecological Modelling
36,0.75,17,gpt4omini_lnp_t0_75,Viral Immunity
37,0.75,17,gpt4omini_lnp_t0_75,Ribosome Biogenesis
38,0.75,17,gpt4omini_lnp_t0_75,NMR Spectroscopy
39,0.75,17,gpt4omini_lnp_t0_75,Neuronal Plasticity
40,0.75,17,gpt4omini_lnp_t0_75,Marsupial Cranial Fossils
41,0.75,17,gpt4omini_lnp_t0_75,Biodiversity in Grasslands
42,0.75,17,gpt4omini_lnp_t0_75,Parasite-Host Dynamics
43,0.75,17,gpt4omini_lnp_t0_75,Plant Immunity
44,0.75,17,gpt4omini_lnp_t0_75,Protein Glycosylation
45,0.75,17,gpt4omini_lnp_t0_75,Wheat Resistance Genes
46,0.75,17,gpt4omini_lnp_t0_75,Body Ownership
47,0.75,17,gpt4omini_lnp_t0_75,RNA Processing
48,0.75,17,gpt4omini_lnp_t0_75,Malaria Control
49,0.75,17,gpt4omini_lnp_t0_75,African Trypanosomiasis
50,0.75,17,gpt4omini_lnp_t0_75,Antibiotic Resistance
51,0.75,17,gpt4omini_lnp_t0_75,Psychiatric Genetics
52,0.75,17,gpt4omini_lnp_t0_75,Amyloid Aggregation
53,0.75,17,gpt4omini_lnp_t0_75,RNA Interference
54,0.75,17,gpt4omini_lnp_t0_75,Calcium Channels
55,0.75,17,gpt4omini_lnp_t0_75,Olfactory Development
56,0.75,17,gpt4omini_lnp_t0_75,Nestling Parasitism
57,0.75,17,gpt4omini_lnp_t0_75,Electromagnetic Exposure
58,0.75,17,gpt4omini_lnp_t0_75,Nuclear Transport
59,0.75,17,gpt4omini_lnp_t0_75,Antibiotic Resistance
60,0.75,17,gpt4omini_lnp_t0_75,Soil Ecosystems
61,0.75,17,gpt4omini_lnp_t0_75,Circadian Rhythms
62,0.75,17,gpt4omini_lnp_t0_75,African Flora Phylogeny
63,0.75,17,gpt4omini_lnp_t0_75,Rhizobium Symbiosis
64,0.75,17,gpt4omini_lnp_t0_75,CDG Syndrome
65,0.75,17,gpt4omini_lnp_t0_75,Yeast Cell Division
66,0.75,17,gpt4omini_lnp_t0_75,Floral Deception
67,0.75,17,gpt4omini_lnp_t0_75,Immune Cell Subsets
68,0.75,17,gpt4omini_lnp_t0_75,Mycorrhizal Fungi
69,0.75,17,gpt4omini_lnp_t0_75,Hox Gene Regulation
70,0.75,17,gpt4omini_lnp_t0_75,Owl Plumage Variation
71,0.75,17,gpt4omini_lnp_t0_75,Liver Metabolism
72,0.75,17,gpt4omini_lnp_t0_75,Bacterial Secretion Systems
73,0.75,17,gpt4omini_lnp_t0_75,Amoebozoa Phylogeny
74,0.75,17,gpt4omini_lnp_t0_75,Pseudomonas Infections
75,0.75,17,gpt4omini_lnp_t0_75,Apoptosis Mechanisms
76,0.75,17,gpt4omini_lnp_t0_75,Hormonal Cancer Signaling
77,0.75,17,gpt4omini_lnp_t0_75,DNA Repair Mechanisms
78,0.75,17,gpt4omini_lnp_t0_75,Photosynthesis Mechanism
79,0.75,17,gpt4omini_lnp_t0_75,Dopamine Sensitization
80,0.75,17,gpt4omini_lnp_t0_75,Alpine Biodiversity
81,0.75,17,gpt4omini_lnp_t0_75,Spinal Cord Recovery
82,0.75,17,gpt4omini_lnp_t0_75,Metabolic Fluxes
83,0.75,17,gpt4omini_lnp_t0_75,Axonal Regeneration
84,0.75,17,gpt4omini_lnp_t0_75,Antiparasitic Efficacy
85,0.75,17,gpt4omini_lnp_t0_75,Visual Perception
86,0.75,17,gpt4omini_lnp_t0_75,Alpha-Synuclein and Parkinsons Disease
87,0.75,17,gpt4omini_lnp_t0_75,Bacterial Cell Cycle
88,0.75,17,gpt4omini_lnp_t0_75,Axonal Guidance
89,0.75,17,gpt4omini_lnp_t0_75,Cancer Genomics
90,0.75,17,gpt4omini_lnp_t0_75,Influenza Virus
91,0.75,17,gpt4omini_lnp_t0_75,Meningitis Research
92,0.75,17,gpt4omini_lnp_t0_75,Tumor Biology
93,0.75,17,gpt4omini_lnp_t0_75,Sleep Deprivation Research
94,0.75,17,gpt4omini_lnp_t0_75,Biodiversity Management
95,0.75,17,gpt4omini_lnp_t0_75,Tick-borne Diseases
96,0.75,17,gpt4omini_lnp_t0_75,Telomere Biology
97,0.75,17,gpt4omini_lnp_t0_75,Siderophore Biocontrol
98,0.75,17,gpt4omini_lnp_t0_75,Frog Reproduction
99,0.75,17,gpt4omini_lnp_t0_75,Plant Defense Mechanisms
100,0.75,17,gpt4omini_lnp_t0_75,Mitochondrial Dynamics
101,0.75,17,gpt4omini_lnp_t0_75,Yeast Metabolism
102,0.75,17,gpt4omini_lnp_t0_75,Cell Cycle Regulation
103,0.75,17,gpt4omini_lnp_t0_75,Photoreceptor Signaling
104,0.75,17,gpt4omini_lnp_t0_75,Transposable Elements in Plants
105,0.75,17,gpt4omini_lnp_t0_75,Cleaner Fish Behavior
-1,0.75,3,gpt4omini_lnp_t0_75,Cellular Biology
0,0.75,3,gpt4omini_lnp_t0_75,Polymer Imaging
1,0.75,3,gpt4omini_lnp_t0_75,Mycobacterial Resistance
2,0.75,3,gpt4omini_lnp_t0_75,Higgs Boson Decay
3,0.75,3,gpt4omini_lnp_t0_75,Insulin Secretion
4,0.75,3,gpt4omini_lnp_t0_75,Plant Defense Mechanisms
5,0.75,3,gpt4omini_lnp_t0_75,Protein Folding Enzymes
6,0.75,3,gpt4omini_lnp_t0_75,Proteomics Analysis
7,0.75,3,gpt4omini_lnp_t0_75,Social Communication
8,0.75,3,gpt4omini_lnp_t0_75,Protein Transport
9,0.75,3,gpt4omini_lnp_t0_75,Drosophila Development
10,0.75,3,gpt4omini_lnp_t0_75,Aquatic Microbial Communities
11,0.75,3,gpt4omini_lnp_t0_75,Cichlid Speciation
12,0.75,3,gpt4omini_lnp_t0_75,Evolutionary Modeling
13,0.75,3,gpt4omini_lnp_t0_75,HIV Infection
14,0.75,3,gpt4omini_lnp_t0_75,Sexual Selection
15,0.75,3,gpt4omini_lnp_t0_75,Angiogenesis and Muscle
16,0.75,3,gpt4omini_lnp_t0_75,Microtubule Dynamics
17,0.75,3,gpt4omini_lnp_t0_75,Viral Infections
18,0.75,3,gpt4omini_lnp_t0_75,Malaria Transmission
19,0.75,3,gpt4omini_lnp_t0_75,Ant Social Structure
20,0.75,3,gpt4omini_lnp_t0_75,Salmonella Infection
21,0.75,3,gpt4omini_lnp_t0_75,Somatosensory Neurons
22,0.75,3,gpt4omini_lnp_t0_75,Gene Regulatory Networks
23,0.75,3,gpt4omini_lnp_t0_75,Schistosomiasis Treatment
24,0.75,3,gpt4omini_lnp_t0_75,Carbon Enrichment
25,0.75,3,gpt4omini_lnp_t0_75,DNA Repair
26,0.75,3,gpt4omini_lnp_t0_75,Zebrafish Regeneration
27,0.75,3,gpt4omini_lnp_t0_75,Stress and Memory
28,0.75,3,gpt4omini_lnp_t0_75,Seed Development
29,0.75,3,gpt4omini_lnp_t0_75,Skin Healing Factors
30,0.75,3,gpt4omini_lnp_t0_75,Genetic Variation
31,0.75,3,gpt4omini_lnp_t0_75,Triassic Extinction
32,0.75,3,gpt4omini_lnp_t0_75,Soil-transmitted Infections
33,0.75,3,gpt4omini_lnp_t0_75,Myxococcus Cooperation
34,0.75,3,gpt4omini_lnp_t0_75,Paleoclimate Reconstruction
35,0.75,3,gpt4omini_lnp_t0_75,Ecological Modelling
36,0.75,3,gpt4omini_lnp_t0_75,Viral Immunology
37,0.75,3,gpt4omini_lnp_t0_75,Ribosome Biogenesis
38,0.75,3,gpt4omini_lnp_t0_75,Protein Structure NMR
39,0.75,3,gpt4omini_lnp_t0_75,Synaptic Plasticity
40,0.75,3,gpt4omini_lnp_t0_75,Marsupial Skull Evolution
41,0.75,3,gpt4omini_lnp_t0_75,Plant Biodiversity
42,0.75,3,gpt4omini_lnp_t0_75,Parasite-Host Dynamics
43,0.75,3,gpt4omini_lnp_t0_75,Plant Immunity Signaling
44,0.75,3,gpt4omini_lnp_t0_75,Protein Glycosylation
45,0.75,3,gpt4omini_lnp_t0_75,Wheat Resistance Genes
46,0.75,3,gpt4omini_lnp_t0_75,Bodily Self-Perception
47,0.75,3,gpt4omini_lnp_t0_75,RNA Processing
48,0.75,3,gpt4omini_lnp_t0_75,Malaria Control
49,0.75,3,gpt4omini_lnp_t0_75,African Trypanosomiasis
50,0.75,3,gpt4omini_lnp_t0_75,Antibiotic Resistance
51,0.75,3,gpt4omini_lnp_t0_75,Genetic Association
52,0.75,3,gpt4omini_lnp_t0_75,Amyloid Aggregation
53,0.75,3,gpt4omini_lnp_t0_75,RNA Interference
54,0.75,3,gpt4omini_lnp_t0_75,Calcium Channels
55,0.75,3,gpt4omini_lnp_t0_75,Olfactory Neurons
56,0.75,3,gpt4omini_lnp_t0_75,Nestling Ecology
57,0.75,3,gpt4omini_lnp_t0_75,Electromagnetic Exposure
58,0.75,3,gpt4omini_lnp_t0_75,Nuclear Transport
59,0.75,3,gpt4omini_lnp_t0_75,Antibiotic Resistance
60,0.75,3,gpt4omini_lnp_t0_75,Soil Microbial Diversity
61,0.75,3,gpt4omini_lnp_t0_75,Circadian Rhythms
62,0.75,3,gpt4omini_lnp_t0_75,African Flora
63,0.75,3,gpt4omini_lnp_t0_75,Rhizobium Symbiosis
64,0.75,3,gpt4omini_lnp_t0_75,CDG Syndrome
65,0.75,3,gpt4omini_lnp_t0_75,Cell Division Regulation
66,0.75,3,gpt4omini_lnp_t0_75,Orchid Pollination
67,0.75,3,gpt4omini_lnp_t0_75,T Cell Activation
68,0.75,3,gpt4omini_lnp_t0_75,Mycorrhizal Fungi
69,0.75,3,gpt4omini_lnp_t0_75,Hox Gene Regulation
70,0.75,3,gpt4omini_lnp_t0_75,Owl Coloration
71,0.75,3,gpt4omini_lnp_t0_75,Liver Metabolism
72,0.75,3,gpt4omini_lnp_t0_75,Bacterial Secretion Systems
73,0.75,3,gpt4omini_lnp_t0_75,Amoebozoa Phylogeny
74,0.75,3,gpt4omini_lnp_t0_75,Pseudomonas Infections
75,0.75,3,gpt4omini_lnp_t0_75,Apoptosis Mechanisms
76,0.75,3,gpt4omini_lnp_t0_75,Hormonal Receptors in Cancer
77,0.75,3,gpt4omini_lnp_t0_75,DNA Repair Mechanisms
78,0.75,3,gpt4omini_lnp_t0_75,Photosynthesis Complexes
79,0.75,3,gpt4omini_lnp_t0_75,Dopamine Withdrawal
80,0.75,3,gpt4omini_lnp_t0_75,Alpine Biodiversity
81,0.75,3,gpt4omini_lnp_t0_75,Spinal Cord Recovery
82,0.75,3,gpt4omini_lnp_t0_75,Metabolic Pathways
83,0.75,3,gpt4omini_lnp_t0_75,Axonal Regeneration
84,0.75,3,gpt4omini_lnp_t0_75,Antiparasitic Treatments
85,0.75,3,gpt4omini_lnp_t0_75,Visual Perception
86,0.75,3,gpt4omini_lnp_t0_75,Alpha-Synuclein Pathology
87,0.75,3,gpt4omini_lnp_t0_75,Caulobacter Cell Division
88,0.75,3,gpt4omini_lnp_t0_75,Axonal Guidance
89,0.75,3,gpt4omini_lnp_t0_75,Cancer Genomics
90,0.75,3,gpt4omini_lnp_t0_75,Influenza Viruses
91,0.75,3,gpt4omini_lnp_t0_75,Meningitis Research
92,0.75,3,gpt4omini_lnp_t0_75,Tumor Biology
93,0.75,3,gpt4omini_lnp_t0_75,Sleep and Wakefulness
94,0.75,3,gpt4omini_lnp_t0_75,Ecosystem Management
95,0.75,3,gpt4omini_lnp_t0_75,Tick-Borne Pathogens
96,0.75,3,gpt4omini_lnp_t0_75,Telomere Biology
97,0.75,3,gpt4omini_lnp_t0_75,Biocontrol Siderophores
98,0.75,3,gpt4omini_lnp_t0_75,Frog Hybridization
99,0.75,3,gpt4omini_lnp_t0_75,Plant Defense Mechanisms
100,0.75,3,gpt4omini_lnp_t0_75,Mitochondrial Dynamics
101,0.75,3,gpt4omini_lnp_t0_75,Yeast Metabolism
102,0.75,3,gpt4omini_lnp_t0_75,Cell Cycle Regulation
103,0.75,3,gpt4omini_lnp_t0_75,Plant Photoreception
104,0.75,3,gpt4omini_lnp_t0_75,Transposable Elements Evolution
105,0.75,3,gpt4omini_lnp_t0_75,Cleaner Fish Behavior
-1,0.75,2,gpt4omini_lnp_t0_75,Cell Biology
0,0.75,2,gpt4omini_lnp_t0_75,Polymer Microscopy
1,0.75,2,gpt4omini_lnp_t0_75,Mycobacterial Resistance
2,0.75,2,gpt4omini_lnp_t0_75,Higgs Decay Measurement
3,0.75,2,gpt4omini_lnp_t0_75,Insulin Secretion
4,0.75,2,gpt4omini_lnp_t0_75,Plant Defense Mechanisms
5,0.75,2,gpt4omini_lnp_t0_75,Protein Folding Enzymes
6,0.75,2,gpt4omini_lnp_t0_75,Proteomics Analysis
7,0.75,2,gpt4omini_lnp_t0_75,Animal Communication
8,0.75,2,gpt4omini_lnp_t0_75,Protein Transport
9,0.75,2,gpt4omini_lnp_t0_75,Drosophila Development
10,0.75,2,gpt4omini_lnp_t0_75,Aquatic Microbiology
11,0.75,2,gpt4omini_lnp_t0_75,Cichlid Speciation
12,0.75,2,gpt4omini_lnp_t0_75,Evolutionary Modeling
13,0.75,2,gpt4omini_lnp_t0_75,HIV Infection
14,0.75,2,gpt4omini_lnp_t0_75,Sexual Selection
15,0.75,2,gpt4omini_lnp_t0_75,Muscle Angiogenesis
16,0.75,2,gpt4omini_lnp_t0_75,Microtubule Dynamics
17,0.75,2,gpt4omini_lnp_t0_75,Viral Infections
18,0.75,2,gpt4omini_lnp_t0_75,Malaria Transmission
19,0.75,2,gpt4omini_lnp_t0_75,Ant Colonies
20,0.75,2,gpt4omini_lnp_t0_75,Salmonella Infection
21,0.75,2,gpt4omini_lnp_t0_75,Neocortical Connectivity
22,0.75,2,gpt4omini_lnp_t0_75,Gene Regulatory Networks
23,0.75,2,gpt4omini_lnp_t0_75,Schistosomiasis Treatment
24,0.75,2,gpt4omini_lnp_t0_75,Carbon Enrichment
25,0.75,2,gpt4omini_lnp_t0_75,DNA Repair
26,0.75,2,gpt4omini_lnp_t0_75,Zebrafish Regeneration
27,0.75,2,gpt4omini_lnp_t0_75,Stress and Memory
28,0.75,2,gpt4omini_lnp_t0_75,Epigenetic Seed Development
29,0.75,2,gpt4omini_lnp_t0_75,Skin Wound Healing
30,0.75,2,gpt4omini_lnp_t0_75,Genetic Variation
31,0.75,2,gpt4omini_lnp_t0_75,Permian-Triassic Extinction
32,0.75,2,gpt4omini_lnp_t0_75,Soil-Transmitted Infections
33,0.75,2,gpt4omini_lnp_t0_75,Bacterial Cooperation
34,0.75,2,gpt4omini_lnp_t0_75,Holocene Climate Change
35,0.75,2,gpt4omini_lnp_t0_75,Ecological Modelling
36,0.75,2,gpt4omini_lnp_t0_75,Viral Immunology
37,0.75,2,gpt4omini_lnp_t0_75,Ribosome Biogenesis
38,0.75,2,gpt4omini_lnp_t0_75,NMR Spectroscopy
39,0.75,2,gpt4omini_lnp_t0_75,Synaptic Plasticity
40,0.75,2,gpt4omini_lnp_t0_75,Marsupial Ontogeny
41,0.75,2,gpt4omini_lnp_t0_75,Biodiversity in Grasslands
42,0.75,2,gpt4omini_lnp_t0_75,Parasite-Host Dynamics
43,0.75,2,gpt4omini_lnp_t0_75,Plant Immune Signaling
44,0.75,2,gpt4omini_lnp_t0_75,Glycosylation Mechanism
45,0.75,2,gpt4omini_lnp_t0_75,Wheat Resistance Genes
46,0.75,2,gpt4omini_lnp_t0_75,Body Ownership
47,0.75,2,gpt4omini_lnp_t0_75,RNA Processing
48,0.75,2,gpt4omini_lnp_t0_75,Malaria Control
49,0.75,2,gpt4omini_lnp_t0_75,Trypanosomiasis Research
50,0.75,2,gpt4omini_lnp_t0_75,Antibiotic Resistance
51,0.75,2,gpt4omini_lnp_t0_75,Psychiatric Disorders
52,0.75,2,gpt4omini_lnp_t0_75,Amyloid Aggregation
53,0.75,2,gpt4omini_lnp_t0_75,RNA Interference
54,0.75,2,gpt4omini_lnp_t0_75,Calcium Channels
55,0.75,2,gpt4omini_lnp_t0_75,Olfactory Development
56,0.75,2,gpt4omini_lnp_t0_75,Nestling Biology
57,0.75,2,gpt4omini_lnp_t0_75,Electromagnetic Exposure
58,0.75,2,gpt4omini_lnp_t0_75,Nuclear Transport
59,0.75,2,gpt4omini_lnp_t0_75,Antibiotic Resistance
60,0.75,2,gpt4omini_lnp_t0_75,Soil Microbial Diversity
61,0.75,2,gpt4omini_lnp_t0_75,Circadian Rhythms
62,0.75,2,gpt4omini_lnp_t0_75,Southern African Flora
63,0.75,2,gpt4omini_lnp_t0_75,Rhizobium Symbiosis
64,0.75,2,gpt4omini_lnp_t0_75,CDG Syndrome
65,0.75,2,gpt4omini_lnp_t0_75,Cell Cycle Regulation
66,0.75,2,gpt4omini_lnp_t0_75,Pollination Strategies
67,0.75,2,gpt4omini_lnp_t0_75,T Cell Responses
68,0.75,2,gpt4omini_lnp_t0_75,Mycorrhizal Fungi
69,0.75,2,gpt4omini_lnp_t0_75,Hox Gene Regulation
70,0.75,2,gpt4omini_lnp_t0_75,Owl Coloration
71,0.75,2,gpt4omini_lnp_t0_75,Liver Metabolism
72,0.75,2,gpt4omini_lnp_t0_75,Bacterial Secretion Systems
73,0.75,2,gpt4omini_lnp_t0_75,Amoebozoa Phylogeny
74,0.75,2,gpt4omini_lnp_t0_75,Pseudomonas Infections
75,0.75,2,gpt4omini_lnp_t0_75,Apoptosis Mechanisms
76,0.75,2,gpt4omini_lnp_t0_75,Hormonal Cancer Signaling
77,0.75,2,gpt4omini_lnp_t0_75,DNA Repair Mechanisms
78,0.75,2,gpt4omini_lnp_t0_75,Photosynthesis Mechanism
79,0.75,2,gpt4omini_lnp_t0_75,Dopamine Sensitization
80,0.75,2,gpt4omini_lnp_t0_75,Alpine Biodiversity
81,0.75,2,gpt4omini_lnp_t0_75,Spinal Cord Recovery
82,0.75,2,gpt4omini_lnp_t0_75,Metabolic Pathways
83,0.75,2,gpt4omini_lnp_t0_75,Axonal Regeneration
84,0.75,2,gpt4omini_lnp_t0_75,Antiparasitic Efficacy
85,0.75,2,gpt4omini_lnp_t0_75,Visual Perception
86,0.75,2,gpt4omini_lnp_t0_75,Alpha-Synuclein Pathology
